1e9 1e7 88.82852396825932
1e9 1e8 59.89413223789803
1e9 3e8 22.488972692683262
1e9 5e8 8.299802462484696
1e9 1e9 53.1196336576989
1e10 1e7 65.9031729463394
1e10 1e8 39.22298169410867
1e10 3e8 4.799965206460363
1e10 5e8 46.323669708295434
1e10 1e9 141.3998226651851
3e10 1e7 47.79313557134359
3e10 1e8 15.530966250266573
3e10 3e8 29.337547841116965
3e10 5e8 76.04548974712952
3e10 1e9 187.0649404581523
5e10 1e7 34.47969628607025
5e10 1e8 5.820341874586138
5e10 3e8 50.43996992042379
5e10 5e8 91.98738453595519
5e10 1e9 227.13643557022124
1e11 1e7 1.6215473023783131
1e11 1e8 21.23430081820936
1e11 3e8 82.44581747982534
1e11 5e8 122.81614420238616
1e11 1e9 221.10929660931342
