1e9 1e7 0.796276
1e9 1e8 2.85865
1e9 3e8 5.5248
1e9 5e8 7.7193499999999995
1e9 1e9 10.914
1e10 1e7 2.4303399999999997
1e10 1e8 4.33204
1e10 3e8 7.4698899999999995
1e10 5e8 10.429599999999999
1e10 1e9 17.2064
3e10 1e7 3.72118
3e10 1e8 6.02075
3e10 3e8 9.218869999999999
3e10 5e8 12.5481
3e10 1e9 20.461299999999998
5e10 1e7 4.6701299999999994
5e10 1e8 6.712899999999999
5e10 3e8 10.722999999999999
5e10 5e8 13.6844
5e10 1e9 23.3175
1e11 1e7 7.01218
1e11 1e8 8.64129
1e11 3e8 13.004299999999999
1e11 5e8 15.8818
1e11 1e9 22.8879
